name,iata_code,iso_region,type
Scottsdale Airport,SCF,US-AZ,small_airport
Brown Field Municipal Airport,SDM,US-CA,medium_airport
Sidney - Richland Regional Airport,SDY,US-MT,medium_airport
Seattle Tacoma International Airport,SEA,US-WA,large_airport
Gillespie Field,SEE,US-CA,small_airport
Sebring Regional Airport,SEF,US-FL,small_airport
Penn Valley Airport,SEG,US-PA,small_airport
Craig Field,SEM,US-AL,small_airport
Stephenville Clark Regional Airport,SEP,US-TX,small_airport
Freeman Municipal Airport,SER,US-IN,small_airport
Sedona Airport,SDX,US-AZ,small_airport
Orlando Sanford International Airport,SFB,US-FL,large_airport
Felts Field,SFF,US-WA,medium_airport
Sanford Seacoast Regional Airport,SFM,US-ME,small_airport
San Francisco International Airport,SFO,US-CA,large_airport
North Central State Airport,SFZ,US-RI,small_airport
Kisengam Airport,KSG,PG-MPL,closed
Springfield Branson National Airport,SGF,US-MO,large_airport
Springfield-Beckley Municipal Airport,SGH,US-OH,medium_airport
Northeast Florida Regional Airport,UST,US-FL,medium_airport
Sugar Land Regional Airport,SGR,US-TX,medium_airport
Stuttgart Municipal Airport / Carl Humphrey Field,SGT,US-AR,small_airport
St George Municipal Airport,SGU,US-UT,medium_airport
Shenandoah Valley Regional Airport,SHD,US-VA,small_airport
Sanderson Field,SHN,US-WA,small_airport
Sheridan County Airport,SHR,US-WY,medium_airport
Shreveport Regional Airport,SHV,US-LA,medium_airport
Sikeston Memorial Municipal Airport,SIK,US-MO,small_airport
Sullivan County Airport,SIV,US-IN,small_airport
Norman Y. Mineta San Jose International Airport,SJC,US-CA,large_airport
St Johns Industrial Air Park,SJN,US-AZ,small_airport
San Angelo Regional Mathis Field,SJT,US-TX,medium_airport
Fairchild Air Force Base,SKA,US-WA,large_airport
Lackland Air Force Base,SKF,US-TX,medium_airport
Taos Regional Airport,TSM,US-NM,small_airport
Griffing Sandusky Airport,SKY,US-OH,closed
Storm Lake Municipal Airport,SLB,US-IA,small_airport
Salt Lake City International Airport,SLC,US-UT,large_airport
Salem Municipal Airport/McNary Field,SLE,US-OR,medium_airport
Smith Field,SLG,US-AR,small_airport
Adirondack Regional Airport,SLK,US-NY,medium_airport
Salina Municipal Airport,SLN,US-KS,medium_airport
Salem Leckrone Airport,SLO,US-IL,small_airport
Sulphur Springs Municipal Airport,SLR,US-TX,small_airport
Smith Field,SMD,US-IN,small_airport
Lake Cumberland Regional Airport,SME,US-KY,medium_airport
Sacramento International Airport,SMF,US-CA,large_airport
Lemhi County Airport,SMN,US-ID,medium_airport
Santa Monica Municipal Airport,SMO,US-CA,small_airport
Sumter Airport,SUM,US-SC,small_airport
Santa Maria Pub/Capt G Allan Hancock Field,SMX,US-CA,medium_airport
John Wayne Airport-Orange County Airport,SNA,US-CA,large_airport
Winston Field,SNK,US-TX,small_airport
Shawnee Regional Airport,SNL,US-OK,small_airport
Salinas Municipal Airport,SNS,US-CA,medium_airport
Sidney Municipal-Lloyd W Carr Field,SNY,US-NE,medium_airport
Moore County Airport,SOP,US-NC,small_airport
Show Low Regional Airport,SOW,US-AZ,small_airport
Kosipe Airport,KSP,PG-CPM,small_airport
Spartanburg Downtown Memorial Airport,SPA,US-SC,small_airport
Black Hills Airport-Clyde Ice Field,SPF,US-SD,small_airport
Albert Whitted Airport,SPG,US-FL,small_airport
Abraham Lincoln Capital Airport,SPI,US-IL,large_airport
Sheppard Air Force Base-Wichita Falls Municipal Airport,SPS,US-TX,large_airport
Spencer Municipal Airport,SPW,US-IA,small_airport
Whiteside County Airport-Joseph H Bittorf Field,SQI,US-IL,small_airport
San Carlos Airport,SQL,US-CA,small_airport
Sarasota Bradenton International Airport,SRQ,US-FL,large_airport
Sierra Blanca Regional Airport,RUI,US-NM,medium_airport
Shaw Air Force Base,SSC,US-SC,large_airport
Stinson Municipal Airport,SSF,US-TX,medium_airport
St Simons Island Airport,SSI,US-GA,medium_airport
St Cloud Regional Airport,STC,US-MN,medium_airport
Stevens Point Municipal Airport,STE,US-WI,small_airport
Rosecrans Memorial Airport,STJ,US-MO,medium_airport
Sterling Municipal Airport,STK,US-CO,small_airport
St Louis Lambert International Airport,STL,US-MO,large_airport
St Paul Downtown Holman Field,STP,US-MN,medium_airport
Charles M. Schulz Sonoma County Airport,STS,US-CA,medium_airport
Witham Field,SUA,US-FL,small_airport
Stroud Municipal Airport,SUD,US-OK,small_airport
Door County Cherryland Airport,SUE,US-WI,small_airport
Friedman Memorial Airport,SUN,US-ID,medium_airport
Spirit of St Louis Airport,SUS,US-MO,large_airport
Travis Air Force Base,SUU,US-CA,large_airport
Richard I Bong Airport,SUW,US-WI,small_airport
Sioux Gateway Airport/Brigadier General Bud Day Field,SUX,US-IA,large_airport
Grant County Airport,SVC,US-NM,small_airport
Susanville Municipal Airport,SVE,US-CA,small_airport
Statesville Regional Airport,SVH,US-NC,small_airport
Hunter Army Air Field,SVN,US-GA,medium_airport
New York Stewart International Airport,SWF,US-NY,medium_airport
Stillwater Regional Airport,SWO,US-OK,medium_airport
Avenger Field,SWW,US-TX,small_airport
Bomar Field Shelbyville Municipal Airport,SYI,US-TN,small_airport
Syracuse Hancock International Airport,SYR,US-NY,large_airport
Sylvester Airport,SYV,US-GA,small_airport
Whiteman Air Force Base,SZL,US-MO,large_airport
Tuba City Airport,TBC,US-AZ,small_airport
Perry Stokes Airport,TAD,US-CO,small_airport
Thorne Bay Seaplane Base,KTB,US-AK,seaplane_base
Waynesville-St. Robert Regional Forney field,TBN,US-MO,medium_airport
Statesboro Bulloch County Airport,TBR,US-GA,small_airport
Katiola Airport,KTC,CI-04,small_airport
Tucumcari Municipal Airport,TCC,US-NM,medium_airport
Tuscaloosa Regional Airport,TCL,US-AL,medium_airport
McChord Air Force Base,TCM,US-WA,large_airport
Truth Or Consequences Municipal Airport,TCS,US-NM,medium_airport
Ed Carlson Memorial Field South Lewis County Airport,TDO,US-WA,small_airport
Tradewind Airport,TDW,US-TX,small_airport
Toledo Executive Airport,TDZ,US-OH,small_airport
Teterboro Airport,TEB,US-NJ,medium_airport
Telluride Regional Airport,TEX,US-CO,small_airport
Tullahoma Regional Arpt/Wm Northern Field,THA,US-TN,small_airport
Thompson Falls Airport,THM,US-MT,small_airport
York Airport,THV,US-PA,small_airport
Tinker Air Force Base,TIK,US-OK,large_airport
Tacoma Narrows Airport,TIW,US-WA,medium_airport
Space Coast Regional Airport,TIX,US-FL,medium_airport
Kunua Airport,KTK,PG-NSB,closed
Kennett Memorial Airport,KNT,US-MO,small_airport
Tallahassee Regional Airport,TLH,US-FL,large_airport
Mefford Field,TLR,US-CA,small_airport
Henry Tift Myers Airport,TMA,US-GA,small_airport
Miami Executive Airport,TMB,US-FL,medium_airport
Tillamook Airport,OTK,US-OR,small_airport
Twentynine Palms Airport,TNP,US-CA,small_airport
Dade Collier Training and Transition Airport,TNT,US-FL,small_airport
Newton Municipal Airport,TNU,US-IA,small_airport
Tonopah Test Range Airport,XSD,US-NV,small_airport
Zamperini Field,TOA,US-CA,small_airport
Toccoa Airport - R.G. Letourneau Field,TOC,US-GA,small_airport
Troy Municipal Airport at N Kenneth Campbell Field,TOI,US-AL,medium_airport
Toledo Express Airport,TOL,US-OH,large_airport
Philip Billard Municipal Airport,TOP,US-KS,medium_airport
Torrington Municipal Airport,TOR,US-WY,small_airport
Tampa International Airport,TPA,US-FL,large_airport
Peter O Knight Airport,TPF,US-FL,small_airport
Tonopah Airport,TPH,US-NV,medium_airport
Draughon Miller Central Texas Regional Airport,TPL,US-TX,medium_airport
Tri-Cities Regional TN/VA Airport,TRI,US-TN,large_airport
Truckee Tahoe Airport,TKF,US-CA,medium_airport
Terrell Municipal Airport,TRL,US-TX,small_airport
Jacqueline Cochran Regional Airport,TRM,US-CA,medium_airport
Tehachapi Municipal Airport,TSP,US-CA,small_airport
Portland Troutdale Airport,TTD,US-OR,medium_airport
Trenton Mercer Airport,TTN,US-NJ,medium_airport
Tulsa International Airport,TUL,US-OK,large_airport
Tupelo Regional Airport,TUP,US-MS,medium_airport
Tucson International Airport / Morris Air National Guard Base,TUS,US-AZ,large_airport
Cherry Capital Airport,TVC,US-MI,medium_airport
Thief River Falls Regional Airport,TVF,US-MN,small_airport
Thomasville Regional Airport,TVI,US-GA,small_airport
Lake Tahoe Airport,TVL,US-CA,medium_airport
Joslin Field Magic Valley Regional Airport,TWF,US-ID,medium_airport
Texarkana Regional Webb Field,TXK,US-AR,medium_airport
Taylor Airport,TYZ,US-AZ,small_airport
Tyler Pounds Regional Airport,TYR,US-TX,medium_airport
McGhee Tyson Airport,TYS,US-TN,large_airport
Bullfrog Basin Airport,BFG,US-UT,small_airport
Nephi Municipal Airport,NPH,US-UT,small_airport
Green River Municipal Airport,RVR,US-UT,small_airport
Panguitch Municipal Airport,PNU,US-UT,small_airport
Cascade Airport,ICS,US-ID,small_airport
Columbus Lowndes County Airport,UBS,US-MS,small_airport
Everett-Stewart Regional Airport,UCY,US-TN,small_airport
Bermuda Dunes Airport,UDD,US-CA,small_airport
Waukesha County Airport,UES,US-WI,small_airport
Waukegan National Airport,UGN,US-IL,small_airport
Quillayute Airport,UIL,US-WA,small_airport
Quincy Regional Baldwin Field,UIN,US-IL,medium_airport
Berz-Macomb Airport,UIZ,US-MI,closed
Wilkes County Airport,IKB,US-NC,small_airport
Ukiah Municipal Airport,UKI,US-CA,medium_airport
Quakertown Airport,UKT,US-PA,small_airport
New Ulm Municipal Airport,ULM,US-MN,small_airport
Ohio University Snyder Field,ATO,US-OH,small_airport
Dodge County Airport,UNU,US-WI,small_airport
University Park Airport,SCE,US-PA,medium_airport
Franklin County Airport,UOS,US-TN,small_airport
University Oxford Airport,UOX,US-MS,medium_airport
Kupiano Airport,KUP,PG-CPM,small_airport
Tunica Municipal Airport,UTM,US-MS,small_airport
Huntsville Regional Airport,HTV,US-TX,medium_airport
Newport State Airport,NPT,US-RI,small_airport
Garner Field,UVA,US-TX,small_airport
Kuyol Airport,KUX,PG-WPD,small_airport
Rock Hill - York County Airport,RKH,US-SC,small_airport
Moody Air Force Base,VAD,US-GA,medium_airport
South Jersey Regional Airport,LLY,US-NJ,small_airport
Vandenberg Air Force Base,VBG,US-CA,large_airport
Victoria Regional Airport,VCT,US-TX,medium_airport
Southern California Logistics Airport,VCV,US-CA,small_airport
Vidalia Regional Airport,VDI,US-GA,small_airport
Kitava Airport,KVE,PG-MBA,small_airport
Vernal Regional Airport,VEL,US-UT,medium_airport
North Las Vegas Airport,VGT,US-NV,medium_airport
Culberson County Airport,VHN,US-TX,small_airport
Rolla National Airport,VIH,US-MO,small_airport
Visalia Municipal Airport,VIS,US-CA,small_airport
Virginia Highlands Airport,VJI,US-VA,small_airport
Vicksburg Municipal Airport,VKS,US-MS,small_airport
Vandalia Municipal Airport,VLA,US-IL,small_airport
Valdosta Regional Airport,VLD,US-GA,medium_airport
Venice Municipal Airport,VNC,US-FL,small_airport
Van Nuys Airport,VNY,US-CA,medium_airport
Volk Field,VOK,US-WI,medium_airport
Destin-Ft Walton Beach Airport,VPS,US-FL,large_airport
Porter County Municipal Airport,VPZ,US-IN,medium_airport
Cecil Airport,VQQ,US-FL,small_airport
Vero Beach Regional Airport,VRB,US-FL,medium_airport
Hartness State (Springfield) Airport,VSF,US-VT,small_airport
Miller Field,VTN,US-NE,medium_airport
Illinois Valley Regional Airport-Walter A Duncan Field,VYS,US-IL,small_airport
Gettysburg Regional Airport,GTY,US-PA,small_airport
Sequim Valley Airport,SQV,US-WA,small_airport
Grant County Airport,PGC,US-WV,small_airport
Wallops Flight Facility Airport,WAL,US-VA,small_airport
Greene County Airport,WAY,US-PA,small_airport
Wilkes Barre Wyoming Valley Airport,WBW,US-PA,small_airport
Enid Woodring Regional Airport,WDG,US-OK,small_airport
Barrow County Airport,WDR,US-GA,small_airport
Waterfall Seaplane Base,KWF,US-AK,seaplane_base
Whiteman Airport,WHP,US-CA,small_airport
General WM J Fox Airfield,WJF,US-CA,medium_airport
Strother Field,WLD,US-KS,small_airport
Willows Glenn County Airport,WLW,US-CA,small_airport
Winnemucca Municipal Airport,WMC,US-NV,medium_airport
West Point Village Seaplane Base,KWP,US-AK,seaplane_base
Robins Air Force Base,WRB,US-GA,large_airport
Mc Guire Air Force Base,WRI,US-NJ,medium_airport
Worland Municipal Airport,WRL,US-WY,medium_airport
Condron Army Air Field,WSD,US-NM,small_airport
Westerly State Airport,WST,US-RI,small_airport
Kurwina Airport,KWV,PG-NSB,closed
Watsonville Municipal Airport,WVI,US-CA,small_airport
Waterville Robert Lafleur Airport,WVL,US-ME,small_airport
Cape May County Airport,WWD,US-NJ,medium_airport
West Woodward Airport,WWR,US-OK,medium_airport
Kiwai Airport,KWX,PG-WPD,closed
Kiwayu Airport,KWY,KE-300,medium_airport
Yellowstone Airport,WYS,US-MT,medium_airport
Tampa North Aero Park Airport,KYO,US-FL,small_airport
Kasaan Seaplane Base,KXA,US-AK,seaplane_base
Northwest Arkansas Regional Airport,XNA,US-AR,medium_airport
West Branch Community Airport,WBK,US-MI,small_airport
Willow Run Airport,YIP,US-MI,medium_airport
Yakima Air Terminal McAllister Field,YKM,US-WA,medium_airport
Chan Gurney Municipal Airport,YKN,US-SD,medium_airport
Port Largo Airport,KYL,US-FL,closed
Youngstown Warren Regional Airport,YNG,US-OH,medium_airport
Taldykorgan Airport,TDK,KZ-ALM,medium_airport
Krainiy Airport,BXY,KZ-BAY,medium_airport
Usharal Airport,USJ,KZ-ALM,small_airport
Atbasar Airport,ATX,KZ-AKM,small_airport
Zachar Bay Seaplane Base,KZB,US-AK,seaplane_base
Kaintiba Airport,KZF,PG-GPK,small_airport
Zephyrhills Municipal Airport,ZPH,US-FL,small_airport
Zanesville Municipal Airport,ZZV,US-OH,medium_airport
Layang-Layang Airport,LAC,MY-12,small_airport
Tirana International Airport Mother Teresa,TIA,AL-11,large_airport
Burgas Airport,BOJ,BG-02,large_airport
Gorna Oryahovitsa Airport,GOZ,BG-04,medium_airport
Palm Beach Seaplane Base,LBH,AU-VIC,seaplane_base
Luabo Airport,LBM,MZ-Q,small_airport
Plovdiv International Airport,PDV,BG-16,medium_airport
Ruse Airport,ROU,BG-18,closed
Sofia Airport,SOF,BG-23,large_airport
Silistra Polkovnik Lambrinovo Air Base,SLS,BG-19,closed
Stara Zagora Airport,SZR,BG-24,small_airport
Bukhovtsi Airfield,TGV,BG-25,small_airport
Varna Airport,VAR,BG-03,large_airport
Ercan International Airport,ECN,CY-02,medium_airport
Larnaca International Airport,LCA,CY-04,large_airport
Loncopue Airport,LCP,AR-Q,small_airport
Paphos International Airport,PFO,CY-06,large_airport
RAF Akrotiri,AKT,GB-U-A,large_airport
Dubrovnik Airport,DBV,HR-19,medium_airport
LoÅ¡inj Island Airport,LSZ,HR-08,small_airport
Osijek Airport,OSI,HR-14,medium_airport
Pula Airport,PUY,HR-18,medium_airport
Rijeka Airport,RJK,HR-08,medium_airport
Bol Airport,BWK,HR-17,medium_airport
Split Airport,SPU,HR-17,medium_airport
Lansdowne Airport,LDW,AU-WA,small_airport
Zagreb Airport,ZAG,HR-21,large_airport
Zadar Airport,ZAD,HR-13,medium_airport
Albacete-Los Llanos Airport,ABC,ES-CM,medium_airport
Alicante International Airport,ALC,ES-V,large_airport
AlmerÃ­a International Airport,LEI,ES-AN,medium_airport
Asturias Airport,OVD,ES-O,medium_airport
CÃ³rdoba Airport,ODB,ES-AN,medium_airport
Bilbao Airport,BIO,ES-PV,medium_airport
Burgos Airport,RGS,ES-CL,medium_airport
Barcelona International Airport,BCN,ES-CT,large_airport
Badajoz Airport,BJZ,ES-EX,medium_airport
CastellÃ³n-Costa Azahar Airport,CDT,ES-CS,medium_airport
A CoruÃ±a Airport,LCG,ES-GA,medium_airport
Cuatro Vientos Airport,ECV,ES-M,medium_airport
Lleida-Alguaire Airport,ILD,ES-CT,medium_airport
Girona Airport,GRO,ES-GE,medium_airport
Federico Garcia Lorca Airport,GRX,ES-AN,medium_airport
Huesca/Pirineos Airport,HSK,ES-AR,small_airport
Ibiza Airport,IBZ,ES-PM,medium_airport
Jerez Airport,XRY,ES-AN,medium_airport
San Javier Airport,MJV,ES-MU,medium_airport
Sabadell Airport,QSA,ES-CT,small_airport
Leon Airport,LEN,ES-CL,medium_airport
LogroÃ±o-Agoncillo Airport,RJL,ES-LO,small_airport
Adolfo SuÃ¡rez MadridâBarajas Airport,MAD,ES-M,large_airport
MÃ¡laga Airport,AGP,ES-AN,large_airport
Menorca Airport,MAH,ES-PM,medium_airport
Moron Air Base,OZP,ES-AN,medium_airport
Lekoni Airport,LEO,GA-2,small_airport
Palma De Mallorca Airport,PMI,ES-PM,large_airport
Pamplona Airport,PNA,ES-NA,medium_airport
Ciudad Real Central Airport,CQM,ES-CM,closed
Reus Air Base,REU,ES-CT,medium_airport
Rota Naval Station Airport,ROZ,ES-AN,medium_airport
Salamanca Airport,SLM,ES-CL,medium_airport
San Sebastian Airport,EAS,ES-PV,medium_airport
Santiago de Compostela Airport,SCQ,ES-GA,large_airport
Pirineus - la Seu d'Urgel Airport,LEU,ES-CT,small_airport
Teruel Airport,TEV,ES-AR,medium_airport
TorrejÃ³n Airport,TOJ,ES-M,medium_airport
Valencia Airport,VLC,ES-V,medium_airport
Valladolid Airport,VLL,ES-CL,medium_airport
Vitoria/Foronda Airport,VIT,ES-PV,medium_airport
Vigo Airport,VGO,ES-GA,medium_airport
Santander Airport,SDR,ES-S,medium_airport
Zaragoza Air Base,ZAZ,ES-AR,medium_airport
Sevilla Airport,SVQ,ES-AN,medium_airport
St Aubin Airport,DPE,FR-NOR,small_airport
Calais-Dunkerque Airport,CQF,FR-HDF,medium_airport
Albert-Bray Airport,BYF,FR-HDF,small_airport
Le Touquet-CÃ´te d'Opale Airport,LTQ,FR-HDF,medium_airport
Valenciennes-Denain Airport,XVS,FR-HDF,medium_airport
Agen-La Garenne Airport,AGF,FR-NAQ,medium_airport
Bordeaux-MÃ©rignac Airport,BOD,FR-NAQ,large_airport
Bergerac-RoumaniÃ¨re Airport,EGC,FR-NAQ,medium_airport
Cognac-ChÃ¢teaubernard (BA 709) Air Base,CNG,FR-NAQ,medium_airport
La Rochelle-Ãle de RÃ© Airport,LRH,FR-NAQ,medium_airport
Poitiers-Biard Airport,PIS,FR-NAQ,medium_airport
MontluÃ§on-GuÃ©ret Airport,MCU,FR-NAQ,medium_airport
Limoges Airport,LIG,FR-NAQ,medium_airport
Niort-SouchÃ© Airport,NIT,FR-NAQ,medium_airport
Toulouse-Blagnac Airport,TLS,FR-OCC,large_airport
Pau PyrÃ©nÃ©es Airport,PUF,FR-NAQ,medium_airport
Tarbes-Lourdes-PyrÃ©nÃ©es Airport,LDE,FR-OCC,medium_airport
AngoulÃªme-Brie-Champniers Airport,ANG,FR-NAQ,medium_airport
PÃ©rigueux-Bassillac Airport,PGX,FR-NAQ,medium_airport
Dax Seyresse Airport,XDA,FR-NAQ,small_airport
Biarritz-Anglet-Bayonne Airport,BIQ,FR-NAQ,medium_airport
Cahors-Lalbenque Airport,ZAO,FR-OCC,medium_airport
Albi-Le SÃ©questre Airport,LBI,FR-OCC,medium_airport
Castres-Mazamet Airport,DCM,FR-OCC,medium_airport
Rodez-Marcillac Airport,RDZ,FR-OCC,medium_airport
Royan-MÃ©dis Airport,RYN,FR-NAQ,medium_airport
Rochefort-Saint-Agnant (BA 721) Airport,RCO,FR-NAQ,medium_airport
Ãle d'Yeu Airport,IDY,FR-PDL,medium_airport
Colmar-Houssen Airport,CMR,FR-GES,medium_airport
Dole-Tavaux Airport,DLE,FR-BFC,medium_airport
MegÃ¨ve Altiport,MVV,FR-ARA,small_airport
Aubenas-ArdÃ¨che MÃ©ridional Airport,OBS,FR-ARA,medium_airport
Le Puy-Loudes Airport,LPY,FR-ARA,medium_airport
Altiport L'Alpe d'Huez - Henri GIRAUD,AHZ,FR-ARA,small_airport
Metz-Nancy-Lorraine Airport,ETZ,FR-GES,medium_airport
Angers-Loire Airport,ANE,FR-PDL,medium_airport
Bastia-Poretta Airport,BIA,FR-COR,medium_airport
Calvi-Sainte-Catherine Airport,CLY,FR-COR,medium_airport
Figari Sud-Corse Airport,FSC,FR-COR,medium_airport
Ajaccio-NapolÃ©on Bonaparte Airport,AJA,FR-COR,medium_airport
Propriano Airport,PRP,FR-COR,small_airport
Solenzara (BA 126) Air Base,SOZ,FR-COR,medium_airport
MÃ©ribel Altiport,MFX,FR-ARA,small_airport
Auxerre-Branches Airport,AUF,FR-BFC,medium_airport
ChambÃ©ry-Savoie Airport,CMF,FR-ARA,medium_airport
Clermont-Ferrand Auvergne Airport,CFE,FR-ARA,medium_airport
Bourges Airport,BOU,FR-CVL,medium_airport
Annemasse Airport,QNJ,FR-ARA,medium_airport
Courchevel Airport,CVF,FR-ARA,small_airport
Lyon Saint-ExupÃ©ry Airport,LYS,FR-ARA,large_airport
Saint-Yan Airport,SYT,FR-BFC,medium_airport
Roanne-Renaison Airport,RNE,FR-ARA,medium_airport
Annecy-Haute-Savoie-Mont Blanc Airport,NCY,FR-ARA,medium_airport
Grenoble-IsÃ¨re Airport,GNB,FR-U-A,medium_airport
Valence-Chabeuil Airport,VAF,FR-ARA,medium_airport
Vichy-Charmeil Airport,VHY,FR-ARA,medium_airport
Aurillac Airport,AUR,FR-ARA,medium_airport
"ChÃ¢teauroux-DÃ©ols ""Marcel Dassault"" Airport",CHR,FR-CVL,medium_airport
Lyon-Bron Airport,LYN,FR-ARA,medium_airport
Cannes-Mandelieu Airport,CEQ,FR-PAC,medium_airport
Saint-Ãtienne-BouthÃ©on Airport,EBU,FR-ARA,medium_airport
Carcassonne Airport,CCF,FR-OCC,medium_airport
Marseille Provence Airport,MRS,FR-PAC,large_airport
Nice-CÃ´te d'Azur Airport,NCE,FR-PAC,large_airport
Orange-Caritat (BA 115) Air Base,XOG,FR-PAC,medium_airport
Perpignan-Rivesaltes (LlabanÃ¨re) Airport,PGF,FR-OCC,medium_airport
Le Castellet Airport,CTT,FR-PAC,medium_airport
Barcelonnette - Saint-Pons Airport,BAE,FR-PAC,small_airport
Montpellier-MÃ©diterranÃ©e Airport,MPL,FR-OCC,medium_airport
BÃ©ziers-Vias Airport,BZR,FR-OCC,medium_airport
Avignon-Caumont Airport,AVN,FR-PAC,medium_airport
Gap - Tallard Airfield,GAT,FR-PAC,small_airport
Mende-Brenoux Airfield,MEN,FR-OCC,medium_airport
Mont-Dauphin - St-CrÃ©pin Airport,SCP,FR-PAC,small_airport
Paris Beauvais TillÃ© Airport,BVA,FR-HDF,medium_airport
Ãvreux-Fauville (BA 105) Air Base,EVX,FR-NOR,medium_airport
Le Havre Octeville Airport,LEH,FR-NOR,medium_airport
OrlÃ©ans-Bricy (BA 123) Air Base,ORE,FR-CVL,medium_airport
ChÃ¢lons-Vatry Airport,XCR,FR-GES,medium_airport
Les Sables-d'Olonne Talmont Airport,LSO,FR-PDL,small_airport
Rouen Airport,URO,FR-NOR,medium_airport
Tours-Val-de-Loire Airport,TUF,FR-CVL,medium_airport
Cholet Le Pontreau Airport,CET,FR-PDL,medium_airport
Laval-Entrammes Airport,LVA,FR-PDL,medium_airport
Paris-Le Bourget Airport,LBG,FR-IDF,medium_airport
Creil Air Base,CSF,FR-HDF,medium_airport
Charles de Gaulle International Airport,CDG,FR-IDF,large_airport
Paris Issy-les-Moulineaux Heliport,JDP,FR-IDF,heliport
Toussus-le-Noble Airport,TNF,FR-IDF,medium_airport
Paris-Orly Airport,ORY,FR-IDF,large_airport
AÃ©rodrome de Pontoise - Cormeilles en Vexin,POX,FR-IDF,medium_airport
Villacoublay-VÃ©lizy (BA 107) Air Base,VIY,FR-IDF,medium_airport
Nevers-Fourchambault Airport,NVS,FR-BFC,medium_airport
Maubeuge-Ãlesmes Airport,XME,FR-HDF,medium_airport
Lille-Lesquin Airport,LIL,FR-HDF,medium_airport
Merville-Calonne Airport,HZB,FR-HDF,medium_airport
Charleville-MÃ©ziÃ¨res Airport,XCZ,FR-GES,medium_airport
Brest Bretagne Airport,BES,FR-BRE,medium_airport
Cherbourg-Maupertus Airport,CER,FR-NOR,medium_airport
Dinard-Pleurtuit-Saint-Malo Airport,DNR,FR-BRE,medium_airport
La Baule-Escoublac Airport,LBY,FR-PDL,medium_airport
Granville Airport,GFR,FR-NOR,medium_airport
Deauville-Saint-Gatien Airport,DOL,FR-NOR,medium_airport
Lorient South Brittany (Bretagne Sud) Airport,LRT,FR-BRE,medium_airport
La Roche-sur-Yon Airport,EDM,FR-PDL,medium_airport
Landivisiau Air Base,LDV,FR-BRE,medium_airport
Caen-Carpiquet Airport,CFR,FR-NOR,medium_airport
Le Mans-Arnage Airport,LME,FR-PDL,medium_airport
Rennes-Saint-Jacques Airport,RNS,FR-BRE,medium_airport
Lannion-CÃ´te de Granit Airport,LAI,FR-BRE,medium_airport
Quimper-Cornouaille Airport,UIP,FR-BRE,medium_airport
Nantes Atlantique Airport,NTE,FR-PDL,medium_airport
Saint-Brieuc-Armor Airport,SBK,FR-BRE,medium_airport
Morlaix-Ploujean Airport,MXN,FR-BRE,medium_airport
Vannes-Meucon Airport,VNE,FR-BRE,medium_airport
Saint-Nazaire-Montoir Airport,SNR,FR-PDL,medium_airport
EuroAirport Basel-Mulhouse-Freiburg Airport,BSL,FR-GES,large_airport
Dijon-Bourgogne Airport,DIJ,FR-BFC,medium_airport
Metz-Frescaty (BA 128) Air Base,MZM,FR-GES,closed
Ãpinal-Mirecourt Airport,EPL,FR-GES,medium_airport
Brive-Souillac,BVE,FR-NAQ,medium_airport
Nancy-Essey Airport,ENC,FR-GES,medium_airport
Fontaine Airport,BOR,FR-BFC,closed
Reims-Champagne (BA 112) Air Base,RHE,FR-GES,closed
Strasbourg Airport,SXB,FR-GES,medium_airport
Toulon-HyÃ¨res Airport,TLN,FR-PAC,medium_airport
FrÃ©jus Airport,FRJ,FR-PAC,closed
NÃ®mes-Arles-Camargue Airport,FNI,FR-OCC,medium_airport
La MÃ´le Airport,LTT,FR-PAC,small_airport
Miquelon Airport,MQC,PM-ML,medium_airport
St Pierre Airport,FSP,PM-SP,medium_airport
Andravida Air Base,PYR,GR-14,medium_airport
Agrinion Air Base,AGQ,GR-01,closed
Dimokritos Airport,AXD,GR-71,medium_airport
Athen Helenikon Airport,HEW,GR-A1,closed
Eleftherios Venizelos International Airport,ATH,GR-A1,large_airport
Nea Anchialos Airport,VOL,GR-43,medium_airport
Mulan Airport,LGE,AU-WA,small_airport
Chios Island National Airport,JKH,GR-85,medium_airport
Porto Cheli Airport,PKH,GR-11,closed
Ikaria Airport,JIK,GR-84,small_airport
Ioannina Airport,IOA,GR-33,medium_airport
Heraklion International Nikos Kazantzakis Airport,HER,GR-91,large_airport
Kastoria National Airport,KSO,GR-56,small_airport
Kithira Airport,KIT,GR-A1,small_airport
Kefallinia Airport,EFL,GR-23,medium_airport
Kastelorizo Airport,KZS,GR-81,small_airport
Kalamata Airport,KLX,GR-17,medium_airport
Kos Airport,KGS,GR-81,medium_airport
Karpathos Airport,AOK,GR-81,medium_airport
Ioannis Kapodistrias International Airport,CFU,GR-22,medium_airport
Kasos Airport,KSJ,GR-81,small_airport
Alexander the Great International Airport,KVA,GR-55,medium_airport
Kalymnos Airport,JKL,GR-81,small_airport
Filippos Airport,KZI,GR-58,medium_airport
Leros Airport,LRS,GR-81,small_airport
Limnos Airport,LXS,GR-83,small_airport
Larisa Air Base,LRA,GR-42,small_airport
Laiagam Airport,LGM,PG-EPW,closed
Mikonos Airport,JMK,GR-82,medium_airport
Milos Airport,MLO,GR-82,small_airport
Mytilene International Airport,MJT,GR-83,medium_airport
Linga Linga Airport,LGN,PG-WBK,small_airport
Naxos Airport,JNX,GR-82,small_airport
Paros National Airport,PAS,GR-82,small_airport
