name,iata_code,iso_region,type
Greenvale Airport,GVP,AU-QLD,small_airport
Mount Gordon Airport,GPD,AU-QLD,small_airport
Garden Point Airport,GPN,AU-NT,medium_airport
Gascoyne Junction Airport,GSC,AU-WA,small_airport
Groote Eylandt Airport,GTE,AU-NT,medium_airport
Griffith Airport,GFF,AU-NSW,medium_airport
Georgetown Airport,GTT,AU-QLD,small_airport
Georgetown (Tas) Airport,GEE,AU-TAS,small_airport
Gympie Airport,GYP,AU-QLD,small_airport
Wilpena Pound Airport,HWK,AU-SA,small_airport
Hay Airport,HXX,AU-NSW,medium_airport
Hervey Bay Airport,HVB,AU-QLD,medium_airport
Humbert River Airport,HUB,AU-NT,small_airport
Henbury Airport,HRY,AU-NT,small_airport
Headingly Airport,HIP,AU-QLD,small_airport
Highbury Airport,HIG,AU-QLD,small_airport
Horn Island Airport,HID,AU-QLD,medium_airport
Hillside Airport,HLL,AU-WA,small_airport
Halls Creek Airport,HCQ,AU-WA,medium_airport
Hermannsburg Airport,HMG,AU-NT,small_airport
Hamilton Airport,HLT,AU-VIC,medium_airport
Hooker Creek Airport,HOK,AU-NT,small_airport
Mount Hotham Airport,MHU,AU-VIC,medium_airport
Hopetoun Airport,HTU,AU-VIC,medium_airport
Hope Vale Airport,HPE,AU-QLD,small_airport
Horsham Airport,HSM,AU-VIC,medium_airport
Heathlands Airport,HAT,AU-QLD,small_airport
Hughenden Airport,HGD,AU-QLD,small_airport
Indulkana Airport,IDK,AU-SA,small_airport
Innisfail Airport,IFL,AU-QLD,small_airport
Iffley Airport,IFF,AU-QLD,small_airport
Ingham Airport,IGH,AU-QLD,small_airport
Inkerman Airport,IKP,AU-QLD,small_airport
Injune Airport,INJ,AU-QLD,small_airport
Innamincka Airport,INM,AU-SA,small_airport
Inverway Airport,IVW,AU-NT,small_airport
Isisford Airport,ISI,AU-QLD,small_airport
Inverell Airport,IVR,AU-NSW,medium_airport
Jabiru Airport,JAB,AU-NT,small_airport
Jundah Airport,JUN,AU-QLD,small_airport
Jindabyne Airport,QJD,AU-NSW,small_airport
Julia Creek Airport,JCK,AU-QLD,small_airport
Jurien Bay Airport,JUR,AU-WA,small_airport
Kalumburu Airport,UBU,AU-WA,small_airport
Kambalda Airport,KDB,AU-WA,small_airport
Kalbarri Airport,KAX,AU-WA,small_airport
Streaky Bay Airport,KBY,AU-SA,small_airport
Kings Canyon Airport,KBJ,AU-NT,small_airport
Kings Creek Airport,KCS,AU-NT,small_airport
Kerang Airport,KRA,AU-VIC,medium_airport
King Island Airport,KNS,AU-TAS,medium_airport
Kirkimbie Station Airport,KBB,AU-NT,small_airport
Kalkgurung Airport,KFG,AU-NT,small_airport
Koolatah Airport,KOH,AU-QLD,small_airport
Koolburra Airport,KKP,AU-QLD,small_airport
Karumba Airport,KRB,AU-QLD,small_airport
Kamileroi Airport,KML,AU-QLD,small_airport
Kempsey Airport,KPS,AU-NSW,medium_airport
Katanning Airport,KNI,AU-WA,small_airport
Kowanyama Airport,KWM,AU-QLD,medium_airport
Kalpowar Airport,KPP,AU-QLD,small_airport
Kingaroy Airport,KGY,AU-QLD,medium_airport
Kingscote Airport,KGC,AU-SA,medium_airport
Klemtu Water Aerodrome,YKT,CA-BC,seaplane_base
Kubin Airport,KUG,AU-QLD,small_airport
Kurundi Airport,KRD,AU-NT,small_airport
Lawn Hill Airport,LWH,AU-QLD,small_airport
Leigh Creek Airport,LGH,AU-SA,medium_airport
Leonora Airport,LNO,AU-WA,medium_airport
Lake Evella Airport,LEL,AU-NT,small_airport
Lakefield Airport,LFP,AU-QLD,small_airport
Lord Howe Island Airport,LDH,AU-NSW,small_airport
Lockhart River Airport,IRG,AU-QLD,medium_airport
Lyndhurst Airport,LTP,AU-QLD,small_airport
Limbunya Airport,LIB,AU-NT,small_airport
Lindeman Island Airport,LDC,AU-QLD,small_airport
Lismore Airport,LSY,AU-NSW,medium_airport
Lake Nash Airport,LNH,AU-NT,small_airport
Ballera Airport,BBL,AU-QLD,small_airport
Lakeland Airport,LKD,AU-QLD,small_airport
Lock Airport,LOC,AU-SA,small_airport
Lorraine Airport,LOA,AU-QLD,small_airport
Lotus Vale Airport,LTV,AU-QLD,small_airport
Mingan Airport,YLP,CA-QC,small_airport
Laura Airport,LUU,AU-QLD,small_airport
Lightning Ridge Airport,LHG,AU-NSW,medium_airport
Longreach Airport,LRE,AU-QLD,medium_airport
New Laura Airport,LUT,AU-QLD,small_airport
Leinster Airport,LER,AU-WA,medium_airport
Laverton Airport,LVO,AU-WA,small_airport
Latrobe Valley Airport,TGN,AU-VIC,medium_airport
Lizard Island Airport,LZR,AU-QLD,small_airport
Mabuiag Island Airport,UBB,AU-QLD,small_airport
Avalon Airport,AVV,AU-VIC,medium_airport
Albury Airport,ABX,AU-NSW,medium_airport
Mareeba Airport,MRG,AU-QLD,medium_airport
Marble Bar Airport,MBB,AU-WA,small_airport
Mallacoota Airport,XMC,AU-VIC,small_airport
Manners Creek Airport,MFP,AU-NT,small_airport
Millicent Airport,MLR,AU-SA,small_airport
Mudgee Airport,DGE,AU-NSW,medium_airport
Mandora Airport,MQA,AU-WA,small_airport
Macdonald Downs Airport,MNW,AU-NT,small_airport
Meekatharra Airport,MKR,AU-WA,medium_airport
Melbourne Essendon Airport,MEB,AU-VIC,medium_airport
Merimbula Airport,MIM,AU-NSW,medium_airport
Merluna Airport,MLV,AU-QLD,small_airport
Milingimbi Airport,MGT,AU-NT,small_airport
Maningrida Airport,MNG,AU-NT,medium_airport
Mount Gunson Airport,GSN,AU-SA,small_airport
Margaret River (Station) Airport,MGV,AU-WA,small_airport
Margaret River Airport,MQZ,AU-WA,small_airport
Musgrave Airport,MVU,AU-QLD,small_airport
Hobart International Airport,HBA,AU-TAS,medium_airport
Mount House Airport,MHO,AU-WA,small_airport
McArthur River Mine Airport,MCV,AU-NT,small_airport
Mildura Airport,MQL,AU-VIC,medium_airport
Minlaton Airport,XML,AU-SA,small_airport
Mitchell Plateau Airport,MIH,AU-WA,small_airport
Mitchell Airport,MTQ,AU-QLD,small_airport
Manjimup Airport,MJP,AU-WA,small_airport
Miles Airport,WLE,AU-QLD,small_airport
Launceston Airport,LST,AU-TAS,medium_airport
Melbourne Moorabbin Airport,MBW,AU-VIC,medium_airport
Murrin Murrin Airport,WUI,AU-WA,small_airport
Melbourne International Airport,MEL,AU-VIC,large_airport
Middlemount Airport,MMM,AU-QLD,small_airport
Maitland Airport,MTL,AU-NSW,small_airport
Mount Keith Airport,WME,AU-WA,medium_airport
Monkira Airport,ONR,AU-QLD,small_airport
Mount Swan Airport,MSF,AU-NT,small_airport
Morney Airport,OXY,AU-QLD,small_airport
Mount Magnet Airport,MMG,AU-WA,medium_airport
Mooraberree Airport,OOR,AU-QLD,small_airport
Moree Airport,MRZ,AU-NSW,medium_airport
Moreton Airport,MET,AU-QLD,small_airport
Minnipa Airport,MIN,AU-SA,small_airport
Marqua Airport,MQE,AU-NT,small_airport
Moranbah Airport,MOV,AU-QLD,medium_airport
Marree Airport,RRE,AU-SA,small_airport
Morawa Airport,MWB,AU-WA,small_airport
Moruya Airport,MYA,AU-NSW,medium_airport
Mount Sanford Station Airport,MTD,AU-NT,small_airport
Mittebah Airport,MIY,AU-NT,small_airport
Muttaburra Airport,UTB,AU-QLD,small_airport
Mount Gambier Airport,MGB,AU-SA,medium_airport
Mornington Island Airport,ONG,AU-QLD,small_airport
Monto Airport,MNQ,AU-QLD,small_airport
Muccan Station Airport,MUQ,AU-WA,small_airport
Mungeranie Airport,MNE,AU-SA,small_airport
Murray Island Airport,MYI,AU-QLD,small_airport
Mulka Airport,MVK,AU-SA,small_airport
Mulga Park Airport,MUP,AU-NT,small_airport
Mount Cavenagh Airport,MKV,AU-NT,small_airport
Mullewa Airport,MXU,AU-WA,small_airport
Moolawatana Airport,MWT,AU-SA,small_airport
Marion Downs Airport,MXD,AU-QLD,small_airport
Maryborough Airport,MBH,AU-QLD,small_airport
Merty Merty Airport,RTY,AU-SA,small_airport
Nappa Merrie Airport,NMR,AU-QLD,small_airport
Narrandera Airport,NRA,AU-NSW,medium_airport
Narrabri Airport,NAA,AU-NSW,medium_airport
Ngukurr Airport,RPM,AU-NT,medium_airport
Nambucca Heads Airport,NBH,AU-NSW,small_airport
Nicholson Airport,NLS,AU-WA,small_airport
Noonkanbah Airport,NKB,AU-WA,small_airport
New Moon Airport,NMP,AU-QLD,small_airport
Napperby Airport,NPP,AU-NT,small_airport
Naracoorte Airport,NAC,AU-SA,small_airport
Narrogin Airport,NRG,AU-WA,small_airport
Narromine Airport,QRM,AU-NSW,medium_airport
Ravensthorpe Airport,RVT,AU-WA,small_airport
Noosa Airport,NSV,AU-QLD,small_airport
Norseman Airport,NSM,AU-WA,small_airport
Normanton Airport,NTN,AU-QLD,medium_airport
Nullabor Motel Airport,NUR,AU-SA,small_airport
Nullagine Airport,NLL,AU-WA,small_airport
Numbulwar Airport,NUB,AU-NT,small_airport
Nutwood Downs Airport,UTD,AU-NT,small_airport
Newman Airport,ZNE,AU-WA,medium_airport
Nyngan Airport,NYN,AU-NSW,small_airport
Oenpelli Airport,OPI,AU-NT,small_airport
Opinaca Aerodrome,YOI,CA-QC,small_airport
Colac Airport,XCO,AU-VIC,small_airport
Olympic Dam Airport,OLP,AU-SA,small_airport
Onslow Airport,ONS,AU-WA,small_airport
Oodnadatta Airport,ODD,AU-SA,small_airport
Moomba Airport,MOO,AU-SA,small_airport
Orbost Airport,RBS,AU-VIC,small_airport
Orange Airport,OAG,AU-NSW,medium_airport
Ord River Airport,ODR,AU-WA,small_airport
Osborne Mine Airport,OSO,AU-QLD,small_airport
Ouyen Airport,OYN,AU-VIC,small_airport
Adelaide International Airport,ADL,AU-SA,large_airport
Port Augusta Airport,PUG,AU-SA,medium_airport
Palm Island Airport,PMK,AU-QLD,small_airport
Paraburdoo Airport,PBO,AU-WA,medium_airport
Cocos (Keeling) Islands Airport,CCK,CC-U-A,medium_airport
Parndana Airport,PDN,AU-SA,small_airport
Pandie Pandie Airport,PDE,AU-SA,small_airport
Darwin International Airport,DRW,AU-NT,medium_airport
Pardoo Airport,PRD,AU-WA,small_airport
Lake Macquarie Airport,BEO,AU-NSW,small_airport
Gove Airport,GOV,AU-NT,medium_airport
Port Pirie Airport,PPI,AU-SA,medium_airport
Perth Jandakot Airport,JAD,AU-WA,medium_airport
Karratha Airport,KTA,AU-WA,medium_airport
Kalgoorlie Boulder Airport,KGI,AU-WA,medium_airport
Parkes Airport,PKE,AU-NSW,medium_airport
Port Keats Airport,PKT,AU-NT,medium_airport
Kununurra Airport,KNX,AU-WA,medium_airport
Port Lincoln Airport,PLO,AU-SA,medium_airport
Learmonth Airport,LEA,AU-WA,medium_airport
Prominent Hill Airport,PXH,AU-SA,small_airport
Pormpuraaw Airport,EDR,AU-QLD,small_airport
Port Macquarie Airport,PQQ,AU-NSW,medium_airport
Penong Airport,PEY,AU-SA,small_airport
Portland Airport,PTJ,AU-VIC,medium_airport
Port Hedland International Airport,PHE,AU-WA,medium_airport
Perth International Airport,PER,AU-WA,large_airport
Penneshaw Airport,PEA,AU-SA,small_airport
Tindal Airport,KTR,AU-NT,medium_airport
Woomera Airfield,UMR,AU-SA,small_airport
Christmas Island Airport,XCH,CX-U-A,medium_airport
Quirindi Airport,UIR,AU-NSW,small_airport
April Point Seaplane Base,YQJ,CA-BC,seaplane_base
Quilpie Airport,ULP,AU-QLD,medium_airport
Queenstown Airport,UEE,AU-TAS,small_airport
Robinson River Airport,RRV,AU-NT,small_airport
Refuge Cove Seaplane Base,YRC,CA-BC,seaplane_base
Dean River Airport,YRD,CA-BC,small_airport
Renmark Airport,RMK,AU-SA,medium_airport
Richmond Airport,RCM,AU-QLD,small_airport
Ramingining Airport,RAM,AU-NT,small_airport
Robinhood Airport,ROH,AU-QLD,small_airport
Roebourne Airport,RBU,AU-WA,small_airport
Robinvale Airport,RBC,AU-VIC,small_airport
Roma Airport,RMA,AU-QLD,medium_airport
Roper Bar Airport,RPB,AU-NT,small_airport
Roseberth Airport,RSB,AU-QLD,small_airport
Rottnest Island Airport,RTS,AU-WA,small_airport
Rutland Plains Airport,RTP,AU-QLD,small_airport
Roy Hill Station Airport,RHL,AU-WA,small_airport
Sandstone Airport,NDS,AU-WA,small_airport
Sydney Bankstown Airport,BWU,AU-NSW,medium_airport
Canberra International Airport,CBR,AU-ACT,large_airport
Carosue Dam Airport,WCD,AU-WA,small_airport
Coffs Harbour Airport,CFS,AU-NSW,medium_airport
Camden Airport,CDU,AU-NSW,medium_airport
Scone Airport,NSO,AU-NSW,small_airport
Southern Cross Airport,SQC,AU-WA,small_airport
Dubbo City Regional Airport,DBO,AU-NSW,medium_airport
St George Airport,SGO,AU-QLD,small_airport
Singleton Airport,SIX,AU-NSW,small_airport
South Galway Airport,ZGL,AU-QLD,small_airport
Shay Gap Airport,SGP,AU-WA,small_airport
Shark Bay Airport,MJK,AU-WA,medium_airport
Shute Harbour Airport,JHQ,AU-QLD,small_airport
Shepparton Airport,SHT,AU-VIC,medium_airport
Saibai Island Airport,SBR,AU-QLD,small_airport
Smithton Airport,SIO,AU-TAS,medium_airport
Smith Point Airport,SHU,AU-NT,small_airport
Strathmore Airport,STH,AU-QLD,small_airport
Snake Bay Airport,SNB,AU-NT,medium_airport
Norfolk Island International Airport,NLK,NF-U-A,medium_airport
Nowra Airport,NOA,AU-NSW,medium_airport
Stanthorpe Airport,SNH,AU-QLD,small_airport
Spring Creek Airport,SCG,AU-QLD,small_airport
Southport Airport,SHQ,AU-QLD,small_airport
Springvale Airport,KSV,AU-QLD,small_airport
RAAF Base Richmond,XRH,AU-NSW,medium_airport
Strahan Airport,SRN,AU-TAS,small_airport
Sydney Kingsford Smith International Airport,SYD,AU-NSW,large_airport
St Helens Airport,HLS,AU-TAS,small_airport
Stephens Island Seaplane Base,STF,AU-QLD,seaplane_base
Tamworth Airport,TMW,AU-NSW,medium_airport
Silver Plains Airport,SSP,AU-QLD,small_airport
Wagga Wagga City Airport,WGA,AU-NSW,medium_airport
Swan Hill Airport,SWH,AU-VIC,medium_airport
Stawell Airport,SWC,AU-VIC,medium_airport
Tara Airport,XTR,AU-QLD,small_airport
Tableland Homestead Airport,TBL,AU-WA,small_airport
Taroom Airport,XTO,AU-QLD,small_airport
Tarcoola Airport,TAQ,AU-SA,small_airport
Pattaya Airpark,PYX,TH-20,small_airport
Timber Creek Airport,TBK,AU-NT,small_airport
Theodore Airport,TDR,AU-QLD,small_airport
Trepell Airport,TQP,AU-QLD,small_airport
Telfer Airport,TEF,AU-WA,medium_airport
Temora Airport,TEM,AU-NSW,medium_airport
Tangalooma Airport,TAN,AU-QLD,small_airport
Thargomindah Airport,XTG,AU-QLD,medium_airport
Theda Station Airport,TDN,AU-WA,small_airport
Thylungra Airport,TYG,AU-QLD,small_airport
Tibooburra Airport,TYB,AU-NSW,medium_airport
Turkey Creek Airport,TKY,AU-WA,small_airport
The Monument Airport,PHQ,AU-QLD,small_airport
Tumut Airport,TUM,AU-NSW,medium_airport
Tobermorey Airport,TYP,AU-NT,small_airport
Tanbar Airport,TXR,AU-QLD,small_airport
Thangool Airport,THG,AU-QLD,medium_airport
Tennant Creek Airport,TCA,AU-NT,medium_airport
Tocumwal Airport,TCW,AU-NSW,small_airport
Taree Airport,TRO,AU-NSW,medium_airport
Truscott-Mungalalu Airport,TTX,AU-WA,small_airport
Tasu Water Aerodrome,YTU,CA-BC,closed
Toowoomba Airport,TWB,AU-QLD,small_airport
Yangzhou Taizhou Airport,YTY,CN-32,medium_airport
Undara Airport,UDA,AU-QLD,small_airport
Cluny Airport,CZY,AU-QLD,small_airport
Useless Loop Airport,USL,AU-WA,small_airport
Victoria River Downs Airport,VCD,AU-NT,small_airport
Vanrook Station Airport,VNR,AU-QLD,small_airport
Wauchope Airport,WAU,AU-NT,small_airport
Wallal Airport,WLA,AU-WA,small_airport
Wave Hill Airport,WAV,AU-NT,small_airport
Warrnambool Airport,WMB,AU-VIC,small_airport
Warraber Island Airport,SYU,AU-QLD,small_airport
Wilcannia Airport,WIO,AU-NSW,small_airport
Walcha Airport,WLC,AU-NSW,small_airport
Warwick Airport,WAZ,AU-QLD,small_airport
Windarra Airport,WND,AU-WA,small_airport
Windarling Airport,WRN,AU-WA,small_airport
Windorah Airport,WNR,AU-QLD,medium_airport
Wondoola Airport,WON,AU-QLD,small_airport
Mount Full Stop Airport,MFL,AU-QLD,small_airport
Wangaratta Airport,WGT,AU-VIC,medium_airport
Whyalla Airport,WYA,AU-SA,medium_airport
Whitsunday Island Airport,WSY,AU-QLD,small_airport
Wittenoom Airport,WIT,AU-WA,small_airport
Warracknabeal Airport,WKB,AU-VIC,medium_airport
Walgett Airport,WGE,AU-NSW,medium_airport
Newcastle Airport,NTL,AU-NSW,medium_airport
Wiluna Airport,WUN,AU-WA,medium_airport
Wrotham Park Airport,WPK,AU-QLD,small_airport
Wondai Airport,WDI,AU-QLD,small_airport
Shellharbour Airport,WOL,AU-NSW,medium_airport
Wollogorang Airport,WLL,AU-NT,small_airport
Warren Airport,QRR,AU-NSW,medium_airport
West Sale Airport,SXE,AU-VIC,medium_airport
Waterloo Airport,WLO,AU-NT,small_airport
Winton Airport,WIN,AU-QLD,medium_airport
Wudinna Airport,WUD,AU-SA,small_airport
Wee Waa Airport,WEW,AU-NSW,small_airport
Warrawagine Airport,WRW,AU-WA,small_airport
Woodie Woodie Airport,WWI,AU-WA,small_airport
West Wyalong Airport,WWY,AU-NSW,medium_airport
Wyndham Airport,WYN,AU-WA,small_airport
Wynyard Airport,BWT,AU-TAS,medium_airport
Sanhe Airport,YYA,CN-43,medium_airport
Yalgoo Airport,YLG,AU-WA,small_airport
Yorke Island Airport,OKR,AU-QLD,small_airport
Yeelirrie Airport,KYF,AU-WA,small_airport
Yam Island Airport,XMY,AU-QLD,small_airport
Yuendumu Airport,YUE,AU-NT,small_airport
Young Airport,NGA,AU-NSW,medium_airport
Yorketown Airport,ORR,AU-SA,small_airport
Yalata Mission Airport,KYI,AU-SA,small_airport
Akiachak Airport,KKI,US-AK,small_airport
Bear Creek 3 Airport,BCC,US-AK,small_airport
Bethel Seaplane Base,JBT,US-AK,seaplane_base
Cape Pole Seaplane Base,CZP,US-AK,seaplane_base
Chignik Bay Seaplane Base,KBW,US-AK,seaplane_base
Birch Creek Airport,KBC,US-AK,small_airport
Copper Center 2 Airport,CZC,US-AK,small_airport
Pretoria Central Heliport,HPR,ZA-GT,heliport
Ulusaba Airport,ULX,ZA-NP,small_airport
Tanda Tula Airport,TDT,ZA-NP,small_airport
Hazyview Airport,HZV,ZA-MP,small_airport
Khoka Moya Airport,KHO,ZA-NP,small_airport
Mkambati Airport,MBM,ZA-EC,small_airport
Inyati Airport,INY,ZA-NP,small_airport
Tshipise Airport,TSD,ZA-NP,small_airport
Singita Safari Lodge Airport,SSX,ZA-MP,small_airport
Koingnaas Airport,KIG,ZA-NC,small_airport
Beijing Capital International Airport,PEK,CN-11,large_airport
Beijing Daxing International Airport,PKX,CN-13,large_airport
Chengde Puning Airport,CDE,CN-13,medium_airport
Chifeng Airport,CIF,CN-15,medium_airport
Changzhi Airport,CIH,CN-14,small_airport
Qinhuangdao Beidaihe Airport,BPE,CN-13,medium_airport
Ordos Ejin Horo Airport,DSN,CN-15,medium_airport
Datong Airport,DAT,CN-14,small_airport
Erenhot Saiwusu International Airport,ERL,CN-15,medium_airport
Arxan Yi'ershi Airport,YIE,CN-15,medium_airport
Handan Airport,HDG,CN-42,medium_airport
Baita International Airport,HET,CN-15,large_airport
Holingol Huolinhe Airport,HUO,CN-15,medium_airport
Å½abljak Airport,ZBK,ME-21,closed
Hulunbuir Hailar Airport,HLD,CN-15,medium_airport
Linfen Qiaoli Airport,LFQ,CN-14,medium_airport
LÃ¼liang Airport,LLV,CN-61,medium_airport
Manzhouli Xijiao Airport,NZH,CN-15,medium_airport
Beijing Nanyuan Airport,NAY,CN-11,large_airport
Baotou Airport,BAV,CN-15,medium_airport
Shijiazhuang Daguocun International Airport,SJW,CN-13,medium_airport
Tianjin Binhai International Airport,TSN,CN-12,large_airport
Tongliao Airport,TGO,CN-15,medium_airport
Ulanqab Jining Airport,UCB,CN-15,medium_airport
Wuhai Airport,WUA,CN-15,small_airport
Ulanhot Airport,HLH,CN-15,small_airport
Xilinhot Airport,XIL,CN-15,medium_airport
Xingtai Dalian Airport,XNT,CN-13,small_airport
Xinzhou Wutaishan Airport,WUT,CN-14,small_airport
Yuncheng Guangong Airport,YCU,CN-61,small_airport
Taiyuan Wusu Airport,TYN,CN-14,large_airport
Bayannur Tianjitai Airport,RLK,CN-15,medium_airport
Chengjisihan Airport,NZL,CN-15,medium_airport
Delma Airport,ZDY,AE-AZ,small_airport
Zenag Airport,ZEN,PG-MPL,small_airport
Beihai Airport,BHY,CN-45,small_airport
Changde Airport,CGD,CN-43,medium_airport
Zhijiang Airport,HJJ,CN-43,medium_airport
Dayong Airport,DYG,CN-43,small_airport
Guangzhou Baiyun International Airport,CAN,CN-44,large_airport
Changsha Huanghua International Airport,CSX,CN-43,large_airport
Hechi Jinchengjiang Airport,HCJ,CN-45,medium_airport
Huayuan Airport,SHF,CN-65,small_airport
Hengyang Nanyue Airport,HNY,CN-43,small_airport
Guilin Liangjiang International Airport,KWL,CN-45,large_airport
Lingling Airport,LLF,CN-43,medium_airport
Meixian Airport,MXZ,CN-44,small_airport
Nanning Wuxu Airport,NNG,CN-45,large_airport
Jieyang Chaoshan International Airport,SWA,CN-44,medium_airport
Zhuhai Jinwan Airport,ZUH,CN-44,medium_airport
Shaoyang Wugang Airport,WGN,CN-43,medium_airport
Shenzhen Bao'an International Airport,SZX,CN-44,large_airport
Wuzhou Changzhoudao Airport,WUZ,CN-45,small_airport
Xingning Airport,XIN,CN-44,small_airport
Liuzhou Bailian Airport,LZH,CN-45,medium_airport
Zhanjiang Airport,ZHA,CN-44,medium_airport
Anyang Airport,AYN,CN-41,small_airport
Zhengzhou Xinzheng International Airport,CGO,CN-41,large_airport
Enshi Airport,ENH,CN-42,small_airport
Guangzhou MR Air Base,LHK,CN-42,medium_airport
Wuhan Tianhe International Airport,WUH,CN-42,large_airport
Luoyang Airport,LYA,CN-41,small_airport
Nanyang Jiangying Airport,NNY,CN-41,small_airport
Shennongjia Hongping Airport,HPG,CN-42,medium_airport
Shashi Airport,SHS,CN-42,small_airport
Shiyan Wudangshan Airport,WDS,CN-42,medium_airport
Xiangyang Liuji Airport,XFN,CN-42,small_airport
Yichang Sanxia Airport,YIH,CN-42,medium_airport
Zamzama Heliport,ZIZ,PK-SD,heliport
Haikou Meilan International Airport,HAK,CN-46,large_airport
Qionghai Bo'ao Airport,BAR,CN-46,medium_airport
Sanya Phoenix International Airport,SYX,CN-46,large_airport
Pyongyang Sunan International Airport,FNJ,KP-01,medium_airport
Sondok Airport,DSO,KP-08,medium_airport
Wonsan Kalma International Airport,WOS,KP-07,medium_airport
Ankang Wulipu Airport,AKA,CN-61,small_airport
Dunhuang Airport,DNH,CN-62,medium_airport
Delingha Airport,HXD,CN-63,small_airport
La GÃ¼era Airport,ZLG,EH-U-A,closed
Golmud Airport,GOQ,CN-63,medium_airport
Guyuan Liupanshan Airport,GYU,CN-64,medium_airport
Huatugou Airport,HTT,CN-63,medium_airport
Hanzhong Chenggu Airport,HZG,CN-61,small_airport
Jining Qufu Airport,JNG,CN-37,medium_airport
Jiayuguan Airport,JGN,CN-62,medium_airport
Lanzhou Zhongchuan Airport,LHW,CN-62,medium_airport
Longnan Chengzhou Airport,LNL,CN-62,medium_airport
Qingyang Airport,IQN,CN-62,medium_airport
Xi'an Xiguan Airport,SIA,CN-61,medium_airport
Gannan Xiahe Airport,GXH,CN-62,medium_airport
Xining Caojiabu Airport,XNN,CN-63,medium_airport
Xi'an Xianyang International Airport,XIY,CN-61,large_airport
Yan'an Ershilipu Airport,ENY,CN-61,small_airport
Yulin Yuyang Airport,UYN,CN-61,small_airport
